0,1,2,3,4,,,,,,,
10,0.317321507,0.609278046,0.559084893,0.151785714,,,,,,,
10,0.357658164,0.627006796,0.570404058,0.244991289,,,,,,,
10,0.298109545,0.611050921,0.578204816,0.104747387,,,,,,,
10,0.284835028,0.609475032,0.583711615,0.18445122,,,,,,,
10,0.241946724,0.594110115,0.559877956,0.143510453,,,,,,,
10,-0.02098372,0.490790899,0.445717506,0.159407666,,,,,,,
10,0.33510079,0.622673102,0.568645138,0.207099303,,,,,,,
10,0.228441702,0.571456712,0.520316979,0.291594077,,,,,,,
10,0.291593092,0.608194622,0.572303344,0.075348432,,,,,,,
10,0.204906201,0.573426573,0.52629458,0.080792683,,,,,,,
10,0.245424289,0.593125185,0.55270981,0.047691638,,,,,,,
10,0.292999004,0.608982567,0.56247489,0.084059233,,,,,,,
10,0.316256927,0.60908106,0.55871819,0.155270035,,,,,,,
10,0.091910126,0.549394268,0.502471649,0.25108885,,,,,,,
10,0.172472991,0.571456712,0.528147629,0.067726481,,,,,,,
10,0.065811155,0.53659017,0.486814469,0.066855401,,,,,,,
10,0.33626529,0.621688171,0.570542927,0.159189895,,,,,,,
10,0.179706683,0.562099872,0.515101365,0.052700348,,,,,,,
10,0.33867541,0.609573525,0.549542442,0.380226481,,,,,,,
10,0.356690992,0.628976657,0.572892737,0.232360627,,,,,,,
10,0.290799387,0.605633803,0.555893536,0.145470383,,,,,,,
10,0.325180231,0.615975574,0.571843251,0.050304878,,,,,,,
10,0.177113823,0.580813553,0.542274786,0.134581882,,,,,,,
10,0.268130964,0.593322171,0.547081554,0.070775261,,,,,,,
10,0.303473791,0.610656949,0.584189723,0.173562718,,,,,,,
10,0.161622335,0.566729046,0.521204131,0.008928571,,,,,,,
10,0.220728048,0.58652615,0.553128371,0.192508711,,,,,,,
10,0.305541042,0.601595588,0.545079941,0.321210801,,,,,,,
10,0.306082908,0.607505171,0.56025412,0.096907666,,,,,,,
10,0.215214735,0.585541219,0.548854962,0.144163763,,,,,,,
10,0.360838536,0.631537477,0.582000385,0.130008711,,,,,,,
10,0.305399493,0.617255983,0.576241901,0.008275261,,,,,,,
10,0.323902616,0.61745297,0.563079116,0.222125436,,,,,,,
10,0.197638782,0.574116025,0.537535014,0.222560976,,,,,,,
10,0.342815179,0.623658032,0.574723784,0.12347561,,,,,,,
10,0.344271994,0.621688171,0.569524162,0.176175958,,,,,,,
10,0.266930339,0.595390525,0.578215902,0.326219512,,,,,,,
10,0.182516287,0.577464789,0.555801922,0.410714286,,,,,,,
10,0.352475103,0.631832956,0.579992507,0.162456446,,,,,,,
10,0.358195888,0.626908303,0.568977351,0.269163763,,,,,,,
10,0.320809765,0.608785581,0.554006969,0.25,,,,,,,
10,0.334123173,0.624938442,0.582077052,0.040069686,,,,,,,
10,0.328511846,0.61715749,0.584431138,0.090810105,,,,,,,
10,0.238432304,0.589776421,0.551782683,0.102134146,,,,,,,
10,-0.013010626,0.498079385,0.443598926,0.027003484,,,,,,,
10,0.315856791,0.613316261,0.559337135,0.222125436,,,,,,,
10,0.319702285,0.614301192,0.589512712,0.177700348,,,,,,,
10,0.316906422,0.612331331,0.556454389,0.265243902,,,,,,,
10,0.178092941,0.581798483,0.548814898,0.228222997,,,,,,,
10,0.277309661,0.60198956,0.554543655,0.099956446,,,,,,,
10,0.317763865,0.616665025,0.573622213,0.035278746,,,,,,,
10,0.302714264,0.603860928,0.549019608,0.266114983,,,,,,,
10,0.191090706,0.570373289,0.522504892,0.112804878,,,,,,,
10,0.26375234,0.607209692,0.576494428,0.140243902,,,,,,,
10,0.332279821,0.617255983,0.563764451,0.205574913,,,,,,,
10,0.054512946,0.5333399,0.482527525,0.090156794,,,,,,,
10,0.281409917,0.605830789,0.572481572,0.113675958,,,,,,,
10,0.32369542,0.624347484,0.589220183,0.050522648,,,,,,,
10,0.19913343,0.578351226,0.562125449,0.454921603,,,,,,,
10,0.363966857,0.638235004,0.590221873,0.109102787,,,,,,,
10,0.24891761,0.596966414,0.551695616,0.053135889,,,,,,,
10,0.317399318,0.617354477,0.575712144,0.016768293,,,,,,,
10,0.329642576,0.621392692,0.569542581,0.171167247,,,,,,,
20,0.364533836,0.626146111,0.563075945,0.372437854,,,,,,,
20,0.380743322,0.633441783,0.569218501,0.367204536,,,,,,,
20,0.383552823,0.637582569,0.577964359,0.272568687,,,,,,,
20,0.363448518,0.624272898,0.566114997,0.278020061,,,,,,,
20,0.375581287,0.628117914,0.563435162,0.399040558,,,,,,,
20,0.379381536,0.632653061,0.567610063,0.386829481,,,,,,,
20,0.359195789,0.624470078,0.56465302,0.310292194,,,,,,,
20,0.370844319,0.633047422,0.571808511,0.311818578,,,,,,,
20,0.368939043,0.632258701,0.57069706,0.320104666,,,,,,,
20,0.306110339,0.610766046,0.563979142,0.08722198,,,,,,,
20,0.317012293,0.617864537,0.57063271,0.095944178,,,,,,,
20,0.34898046,0.628019324,0.576280728,0.162014828,,,,,,,
20,0.361794919,0.617667357,0.555020205,0.402965547,,,,,,,
20,0.363265604,0.630878438,0.575286123,0.21936328,,,,,,,
20,0.371971829,0.63777975,0.578566506,0.265590929,,,,,,,
20,0.373128306,0.633737553,0.572378262,0.312036633,,,,,,,
20,0.371732246,0.629596766,0.565019608,0.390100305,,,,,,,
20,0.349143319,0.629103815,0.577941733,0.152638465,,,,,,,
20,0.373922794,0.636005127,0.576567318,0.273004797,,,,,,,
20,0.361698494,0.631174209,0.575513852,0.220017444,,,,,,,
20,0.372144679,0.635906537,0.580843744,0.204317488,,,,,,,
20,0.36732708,0.632850242,0.574748526,0.257304841,,,,,,,
20,0.362077613,0.632948832,0.581093779,0.160270388,,,,,,,
20,0.331068343,0.623484176,0.572673868,0.15067597,,,,,,,
20,0.374077298,0.636793848,0.574496201,0.320104666,,,,,,,
20,0.380880663,0.642019126,0.598230817,0.059965111,,,,,,,
20,0.36561285,0.634230504,0.573762209,0.294810292,,,,,,,
20,0.364867639,0.626540471,0.564730694,0.344090711,,,,,,,
20,0.337129825,0.616977226,0.557506153,0.329044919,,,,,,,
20,0.374596892,0.630385488,0.568934278,0.323811601,,,,,,,
20,0.373633004,0.634131914,0.57206391,0.323811601,,,,,,,
20,0.36207057,0.629300996,0.573019802,0.233318796,,,,,,,
20,0.360331696,0.621118012,0.558716611,0.379633668,,,,,,,
20,0.308320073,0.612146308,0.557052853,0.245965983,,,,,,,
20,0.375169557,0.634920635,0.575767977,0.270606193,,,,,,,
20,0.355163054,0.612540668,0.549984761,0.430876581,,,,,,,
20,0.369510481,0.632653061,0.575359271,0.244221544,,,,,,,
20,0.377316923,0.630089717,0.567694805,0.343218491,,,,,,,
20,0.367097896,0.632850242,0.58092377,0.161360663,,,,,,,
20,0.337003231,0.620329291,0.564872021,0.235281291,,,,,,,
20,0.375691127,0.631371389,0.568895396,0.340383777,,,,,,,
20,0.347264081,0.627526373,0.575037147,0.17400785,,,,,,,
20,0.366508182,0.63216011,0.571333222,0.306803314,,,,,,,
20,0.382516632,0.632653061,0.568888177,0.361098997,,,,,,,
20,0.377254325,0.63216011,0.567932624,0.372219799,,,,,,,
20,0.377139279,0.627230602,0.565118913,0.347797645,,,,,,,
20,0.381722312,0.629202406,0.565486585,0.373528129,,,,,,,
20,0.365997643,0.634723455,0.578172138,0.228739642,,,,,,,
20,0.3773792,0.632751651,0.573276596,0.28107283,,,,,,,
20,0.383849266,0.640145913,0.579618918,0.281726995,,,,,,,
20,0.383884949,0.636793848,0.574055829,0.327954645,,,,,,,
20,0.368822857,0.623089816,0.558864373,0.41321413,,,,,,,
20,0.37675255,0.627526373,0.562288005,0.414304405,,,,,,,
20,0.370935185,0.632455881,0.572125084,0.296990842,,,,,,,
20,0.361458959,0.624470078,0.567600487,0.253161797,,,,,,,
20,0.33072293,0.61993493,0.569898642,0.140209333,,,,,,,
20,0.37864544,0.630188307,0.566640064,0.366114261,,,,,,,
20,0.357901881,0.629300996,0.568174315,0.320976886,,,,,,,
20,0.384012164,0.629892537,0.564157927,0.413868295,,,,,,,
20,0.370696415,0.633737553,0.57905246,0.201264719,,,,,,,
20,0.385476718,0.634920635,0.570336148,0.36873092,,,,,,,
20,0.372971722,0.635117815,0.577157803,0.250545137,,,,,,,
20,0.36762858,0.633934733,0.574424552,0.278892281,,,,,,,
20,0.368079458,0.621610963,0.558128691,0.402965547,,,,,,,
20,0.386280523,0.625455979,0.559306707,0.446794592,,,,,,,
20,0.376635621,0.634329094,0.573561483,0.299825556,,,,,,,
20,0.382062644,0.641821946,0.584053625,0.236153511,,,,,,,
20,0.339418887,0.620132111,0.565364723,0.222634104,,,,,,,
20,0.348631866,0.623484176,0.566940129,0.249236808,,,,,,,
20,0.371037824,0.635512176,0.585039219,0.139773223,,,,,,,
20,0.385487011,0.639160012,0.579307982,0.273004797,,,,,,,
20,0.36683187,0.630484078,0.570231311,0.300915831,,,,,,,
20,0.355603431,0.621610963,0.55984,0.362843437,,,,,,,
20,0.374298981,0.629695356,0.565706143,0.377235063,,,,,,,
20,0.340994023,0.617667357,0.558823529,0.312254688,,,,,,,
20,0.361187601,0.61973775,0.55902834,0.346489315,,,,,,,
20,0.373312387,0.635216405,0.575442779,0.280418666,,,,,,,
20,0.373054945,0.623385586,0.560182275,0.387701701,,,,,,,
20,0.381634382,0.617864537,0.552780256,0.466637593,,,,,,,
20,0.380226874,0.622399685,0.558243451,0.415176625,,,,,,,
20,0.372736418,0.635610766,0.573505121,0.320104666,,,,,,,
20,0.367989257,0.629596766,0.569071821,0.308547754,,,,,,,
20,0.335800058,0.617963127,0.56153713,0.259703445,,,,,,,
20,0.33006876,0.618949029,0.565296142,0.203881378,,,,,,,
20,0.37226331,0.629399586,0.565005502,0.387047536,,,,,,,
20,0.37695526,0.640343094,0.582165382,0.244657654,,,,,,,
20,0.334821991,0.614019521,0.558890644,0.242259049,,,,,,,
20,0.359724292,0.626146111,0.567151556,0.289140863,,,,,,,
20,0.377222067,0.633737553,0.571569433,0.32686437,,,,,,,
20,0.373043816,0.635512176,0.577398572,0.252289577,,,,,,,
20,0.37935761,0.63807552,0.578352458,0.273222852,,,,,,,
20,0.343858354,0.610371685,0.549269506,0.402965547,,,,,,,
20,0.371556649,0.636596668,0.582026978,0.196249455,,,,,,,
20,0.380304697,0.641131815,0.581243559,0.269515918,,,,,,,
20,0.370978544,0.627723553,0.564387917,0.371565635,,,,,,,
20,0.34413731,0.620920832,0.564738773,0.247928478,,,,,,,
20,0.375346148,0.634131914,0.569921688,0.364369821,,,,,,,
20,0.352482161,0.624963029,0.564521452,0.321412996,,,,,,,
20,0.373997105,0.63206152,0.56769182,0.375490624,,,,,,,
20,0.371455519,0.633540373,0.578387155,0.208678587,,,,,,,
30,0.363895741,0.633770848,0.571592775,0.328823914,,,,,,,
30,0.377366414,0.637718346,0.581749731,0.217106699,,,,,,,
30,0.357362152,0.627158788,0.566016073,0.330351298,,,,,,,
30,0.360060703,0.6278496,0.569615912,0.272528911,,,,,,,
30,0.384250821,0.638902595,0.578947368,0.276892865,,,,,,,
30,0.359035126,0.626073226,0.563642193,0.361117172,,,,,,,
30,0.372038544,0.633080036,0.579226965,0.191141174,,,,,,,
30,0.373837697,0.62360604,0.556920799,0.473925376,,,,,,,
30,0.371376944,0.629527287,0.567103772,0.347807113,,,,,,,
30,0.383681787,0.630810224,0.564789166,0.417848571,,,,,,,
30,0.361311767,0.630908911,0.568996562,0.332969671,,,,,,,
30,0.385946699,0.627750913,0.560585687,0.46039712,,,,,,,
30,0.386905016,0.630514162,0.56378288,0.435086188,,,,,,,
30,0.373111145,0.628441725,0.564106583,0.392101244,,,,,,,
30,0.370418062,0.6286391,0.566107707,0.353262055,,,,,,,
30,0.38113245,0.633178723,0.566676933,0.41697578,,,,,,,
30,0.369013083,0.630612849,0.567851373,0.350643683,,,,,,,
30,0.376073099,0.637718346,0.575322101,0.320968798,,,,,,,
30,0.36377637,0.633178723,0.578102453,0.209687977,,,,,,,
30,0.372086778,0.626369288,0.563546484,0.368317696,,,,,,,
30,0.381646516,0.636040659,0.571474205,0.366135719,,,,,,,
30,0.381689146,0.646698905,0.59063799,0.207287803,,,,,,,
30,0.362927071,0.619757229,0.555793335,0.427449269,,,,,,,
30,0.375043972,0.631698411,0.567208972,0.381409557,,,,,,,
30,0.37408669,0.629231225,0.565059861,0.385118918,,,,,,,
30,0.38161583,0.642455344,0.579496522,0.317477635,,,,,,,
30,0.373894468,0.632290536,0.569867928,0.338206415,,,,,,,
30,0.371669753,0.631895786,0.566943965,0.390137465,,,,,,,
30,0.379874012,0.642159282,0.580759494,0.292821296,,,,,,,
30,0.378034425,0.631994474,0.570742213,0.317041239,,,,,,,
30,0.38199506,0.633376098,0.569395587,0.364608335,,,,,,,
30,0.371507918,0.636435409,0.580167648,0.223434432,,,,,,,
30,0.378109434,0.641271094,0.580502717,0.284747982,,,,,,,
30,0.365234556,0.633573473,0.575129534,0.263364608,,,,,,,
30,0.362199545,0.629527287,0.566607745,0.357844207,,,,,,,
30,0.366820666,0.631204974,0.575697924,0.219288676,,,,,,,
30,0.38574212,0.638310471,0.577168796,0.297839843,,,,,,,
30,0.379574394,0.640185532,0.579935165,0.278856644,,,,,,,
30,0.375438226,0.633770848,0.572812291,0.30656775,,,,,,,
30,0.37160573,0.637422284,0.576657109,0.293694087,,,,,,,
30,0.380564615,0.630514162,0.566682562,0.37268165,,,,,,,
30,0.37730041,0.637126221,0.579613357,0.24154484,,,,,,,
30,0.365947551,0.622125728,0.55942623,0.384246127,,,,,,,
30,0.370713547,0.634757722,0.586267606,0.115426576,,,,,,,
30,0.364041044,0.637422284,0.580286169,0.235217107,,,,,,,
30,0.368894974,0.628935162,0.571009491,0.264455597,,,,,,,
30,0.377846053,0.634165598,0.569194313,0.381191359,,,,,,,
30,0.385957727,0.637718346,0.573786408,0.348461706,,,,,,,
30,0.381943703,0.635448534,0.570859238,0.368754091,,,,,,,
30,0.378269136,0.627060101,0.562851782,0.395592407,,,,,,,
30,0.386166202,0.636238034,0.570730169,0.383591534,,,,,,,
30,0.379331888,0.631204974,0.564540738,0.430067641,,,,,,,
30,0.383037403,0.630711537,0.564922032,0.413266419,,,,,,,
30,0.378376308,0.626862726,0.562538989,0.39908357,,,,,,,
30,0.374461004,0.6286391,0.563154652,0.416539385,,,,,,,
30,0.382671266,0.629823349,0.564356436,0.410429849,,,,,,,
30,0.381067975,0.637323596,0.582846715,0.195723325,,,,,,,
30,0.390713262,0.638211783,0.572034564,0.388828278,,,,,,,
30,0.376633739,0.638705221,0.579813019,0.260309841,,,,,,,
30,0.378709085,0.606927859,0.542360915,0.54527602,,,,,,,
30,0.362248954,0.629823349,0.569635085,0.303512983,,,,,,,
30,0.376476718,0.625777164,0.561081081,0.412830024,,,,,,,
30,0.375734322,0.636534097,0.572510474,0.354134846,,,,,,,
30,0.377306434,0.628540413,0.563321478,0.411084443,,,,,,,
30,0.371466568,0.631895786,0.573269198,0.270128737,,,,,,,
30,0.378641981,0.633474785,0.568435974,0.385337115,,,,,,,
30,0.366349175,0.622323103,0.558970359,0.398647174,,,,,,,
30,0.381885697,0.634659035,0.568283987,0.40759328,,,,,,,
30,0.388250921,0.639001283,0.580336981,0.256164085,,,,,,,
30,0.383261004,0.631204974,0.565846824,0.401701942,,,,,,,
30,0.354228104,0.622915227,0.561116458,0.360244381,,,,,,,
30,0.381578689,0.633474785,0.571901373,0.318568623,,,,,,,
30,0.368844293,0.635941972,0.579735997,0.223216234,,,,,,,
30,0.384012394,0.636435409,0.572278501,0.356971416,,,,,,,
30,0.386022713,0.630020724,0.566634708,0.365481126,,,,,,,
30,0.383359302,0.634264285,0.570441767,0.358280602,,,,,,,
30,0.366007955,0.626171914,0.56158017,0.40846607,,,,,,,
30,0.365132623,0.613342544,0.549501265,0.465633864,,,,,,,
30,0.380132758,0.636040659,0.570885474,0.377481999,,,,,,,
30,0.358663631,0.625283726,0.568395405,0.25376391,,,,,,,
30,0.376307728,0.635349847,0.572195122,0.341915776,,,,,,,
30,0.371996851,0.603177736,0.53941094,0.555749509,,,,,,,
30,0.383213557,0.625283726,0.559347629,0.444905084,,,,,,,
30,0.374353084,0.63327741,0.569460022,0.361771765,,,,,,,
30,0.382318183,0.619066417,0.552566526,0.500545494,,,,,,,
30,0.371482571,0.624395539,0.560354202,0.404538512,,,,,,,
30,0.379027922,0.634560347,0.57073955,0.357189614,,,,,,,
30,0.372182994,0.625283726,0.559617718,0.438359153,,,,,,,
30,0.376611685,0.621336228,0.555324829,0.471088806,,,,,,,
30,0.369291943,0.627257476,0.561696265,0.425267292,,,,,,,
30,0.355350216,0.624494227,0.564085667,0.324459961,,,,,,,
30,0.378921745,0.63988947,0.57825067,0.302203797,,,,,,,
30,0.379527704,0.632290536,0.566754946,0.400610954,,,,,,,
30,0.36942844,0.63327741,0.569863014,0.353916648,,,,,,,
30,0.381569997,0.626467976,0.561517114,0.415230199,,,,,,,
30,0.381027196,0.63525116,0.569919596,0.384027929,,,,,,,
30,0.375958187,0.637422284,0.573746552,0.344752346,,,,,,,
30,0.366806443,0.632487911,0.584298332,0.111717216,,,,,,,
30,0.385114032,0.627060101,0.559982095,0.462360899,,,,,,,
30,0.381202613,0.63909997,0.576001313,0.32926031,,,,,,,
40,0.379869777,0.6312358,0.565150347,0.416557449,,,,,,,
40,0.374296267,0.630939445,0.56867863,0.339012669,,,,,,,
40,0.378523408,0.637755606,0.575954644,0.309960682,,,,,,,
40,0.38873992,0.638348316,0.574443903,0.345347313,,,,,,,
40,0.366621009,0.62185123,0.556188193,0.457841852,,,,,,,
40,0.381286336,0.63084066,0.565203908,0.408693753,,,,,,,
40,0.375389658,0.631532154,0.567365745,0.374836173,,,,,,,
40,0.377098252,0.625605058,0.560355392,0.425950197,,,,,,,
40,0.379498004,0.629655241,0.56286971,0.440148536,,,,,,,
40,0.378033667,0.62985281,0.564169884,0.414373089,,,,,,,
40,0.386101138,0.626197767,0.55952024,0.456968108,,,,,,,
40,0.373983806,0.636372617,0.573368232,0.335299257,,,,,,,
40,0.391559146,0.627383187,0.560059613,0.465705548,,,,,,,
40,0.382624937,0.627975896,0.560997596,0.453910004,,,,,,,
40,0.386414896,0.629457671,0.562358619,0.448449104,,,,,,,
40,0.374171397,0.631927294,0.57076412,0.314984709,,,,,,,
40,0.382629396,0.636471402,0.57300813,0.343381389,,,,,,,
40,0.382189952,0.630544305,0.563697172,0.436871997,,,,,,,
40,0.373639621,0.624913563,0.559355525,0.437090433,,,,,,,
40,0.377690083,0.629358886,0.563091965,0.429882045,,,,,,,
40,0.381484983,0.637558036,0.575863796,0.308650066,,,,,,,
40,0.378296215,0.628371036,0.562827225,0.418523373,,,,,,,
40,0.377407535,0.603971155,0.539181931,0.586063783,,,,,,,
40,0.364630885,0.62985281,0.570292675,0.291175186,,,,,,,
40,0.38607845,0.634100563,0.56655498,0.434250765,,,,,,,
40,0.383832037,0.635384767,0.569897557,0.385976409,,,,,,,
40,0.385878039,0.625308703,0.557576647,0.4890782,,,,,,,
40,0.384713772,0.63143337,0.566431373,0.392529489,,,,,,,
40,0.385276063,0.62985281,0.562716981,0.447138488,,,,,,,
40,0.382621092,0.638051961,0.572173089,0.383136741,,,,,,,
40,0.388488854,0.627975896,0.560979273,0.454346876,,,,,,,
40,0.382787614,0.635187197,0.570405728,0.372870249,,,,,,,
40,0.375210943,0.63064309,0.566303145,0.382044561,,,,,,,
40,0.385461772,0.623234219,0.556542333,0.475753604,,,,,,,
40,0.356909549,0.622542724,0.558745926,0.407383137,,,,,,,
40,0.386554686,0.636175047,0.571703253,0.363259065,,,,,,,
40,0.379328861,0.630544305,0.56581841,0.390563565,,,,,,,
40,0.375543964,0.632421219,0.567406009,0.388597641,,,,,,,
40,0.389871975,0.632618789,0.56604644,0.420489297,,,,,,,
40,0.370299509,0.631532154,0.566940322,0.383573613,,,,,,,
40,0.383618459,0.635779907,0.570680628,0.376802097,,,,,,,
40,0.390398053,0.641608219,0.578772803,0.317169069,,,,,,,
40,0.374324015,0.63064309,0.567389558,0.359764089,,,,,,,
40,0.392183359,0.635582337,0.567935198,0.429226737,,,,,,,
40,0.379006585,0.62185123,0.555588497,0.473569244,,,,,,,
40,0.384041902,0.629951595,0.563803681,0.424202709,,,,,,,
40,0.380477113,0.635088413,0.569981001,0.379641765,,,,,,,
40,0.369264262,0.618196187,0.552775722,0.475535168,,,,,,,
40,0.379650214,0.625703843,0.559030376,0.459807776,,,,,,,
40,0.382167962,0.638348316,0.576865046,0.30297073,,,,,,,
40,0.376326319,0.637360466,0.575244732,0.316513761,,,,,,,
40,0.382562553,0.641608219,0.579617834,0.303189166,,,,,,,
40,0.372851862,0.636175047,0.578247945,0.249235474,,,,,,,
40,0.37711023,0.633112714,0.566893775,0.410659677,,,,,,,
40,0.371203406,0.635187197,0.576623377,0.26146789,,,,,,,
40,0.376118174,0.635582337,0.576440241,0.27020533,,,,,,,
40,0.383924037,0.634298133,0.568587535,0.394932285,,,,,,,
40,0.379469835,0.63143337,0.5658529,0.404761905,,,,,,,
40,0.391766388,0.643781488,0.586909871,0.221494102,,,,,,,
40,0.368624034,0.632915144,0.568871844,0.366972477,,,,,,,
40,0.386844058,0.637656821,0.571766562,0.384884229,,,,,,,
40,0.377129575,0.632421219,0.566942665,0.398208825,,,,,,,
40,0.384461599,0.637953176,0.570874088,0.406946265,,,,,,,
40,0.375664675,0.635483552,0.574049366,0.309742246,,,,,,,
40,0.367531206,0.626889262,0.562006503,0.410878113,,,,,,,
40,0.36899647,0.633902993,0.574301295,0.281782438,,,,,,,
40,0.370627162,0.627679542,0.565357893,0.351900393,,,,,,,
40,0.382898624,0.629754025,0.563964242,0.417212757,,,,,,,
40,0.381641204,0.638447101,0.575295276,0.331585845,,,,,,,
40,0.382741767,0.63884224,0.573151381,0.376583661,,,,,,,
40,0.383815626,0.635977477,0.568576256,0.422236785,,,,,,,
40,0.373041465,0.627877112,0.56156065,0.43883792,,,,,,,
40,0.388633554,0.62125852,0.554069767,0.502839668,,,,,,,
40,0.379357575,0.629951595,0.56390169,0.422018349,,,,,,,
40,0.38643707,0.634792058,0.570672228,0.361511577,,,,,,,
40,0.377244093,0.639138595,0.576031563,0.328746177,,,,,,,
40,0.368344445,0.633705423,0.569711538,0.363040629,,,,,,,
40,0.371052711,0.636570187,0.580743668,0.216033202,,,,,,,
40,0.380642001,0.637558036,0.57799897,0.272826562,,,,,,,
40,0.375708325,0.627975896,0.562480763,0.419397117,,,,,,,
40,0.389465799,0.631532154,0.56377858,0.452162516,,,,,,,
40,0.380506018,0.634001778,0.56802244,0.401703801,,,,,,,
40,0.38739706,0.64002766,0.576582486,0.332022717,,,,,,,
40,0.375994406,0.63103823,0.566055477,0.393840105,,,,,,,
40,0.368262464,0.628371036,0.564312736,0.385757973,,,,,,,
40,0.387204734,0.615035069,0.547910511,0.55242464,,,,,,,
40,0.376151042,0.628766176,0.562710309,0.428134557,,,,,,,
40,0.385959997,0.638644671,0.574313409,0.352118829,,,,,,,
40,0.377426878,0.620171886,0.553794217,0.488204456,,,,,,,
40,0.385749985,0.633409068,0.567240577,0.408256881,,,,,,,
40,0.383726296,0.626592907,0.559410363,0.467016164,,,,,,,
40,0.378992729,0.626889262,0.560471086,0.446701616,,,,,,,
40,0.373363749,0.638348316,0.576762096,0.304718218,,,,,,,
40,0.38708919,0.64002766,0.577062706,0.323722149,,,,,,,
40,0.378684665,0.621752445,0.555293075,0.479467016,,,,,,,
40,0.376576288,0.631927294,0.5671289,0.386194845,,,,,,,
40,0.38419606,0.631828509,0.566453225,0.398645697,,,,,,,
40,0.372261917,0.636866542,0.575016633,0.313237221,,,,,,,
40,0.384993801,0.627383187,0.559668345,0.475316732,,,,,,,
40,0.390925572,0.641805789,0.580677966,0.28877239,,,,,,,
50,0.383152065,0.628992386,0.560877948,0.474524382,,,,,,,
50,0.383888855,0.621081776,0.55365677,0.509949705,,,,,,,
50,0.383557027,0.627311381,0.559344553,0.481303302,,,,,,,
50,0.385242185,0.633936517,0.566989694,0.421605073,,,,,,,
50,0.385397911,0.640166123,0.576758711,0.330417669,,,,,,,
50,0.387275734,0.63779294,0.571182728,0.397769517,,,,,,,
50,0.382304577,0.627608029,0.559627605,0.479772578,,,,,,,
50,0.378746044,0.63818847,0.572747533,0.373715285,,,,,,,
50,0.377071122,0.63591417,0.573405833,0.327137546,,,,,,,
50,0.39210872,0.637496292,0.569523226,0.42641592,,,,,,,
50,0.390474373,0.632453278,0.564148681,0.458998469,,,,,,,
50,0.384820765,0.625927025,0.560195062,0.434944238,,,,,,,
50,0.373398516,0.63591417,0.572333171,0.346818281,,,,,,,
50,0.379686199,0.632651043,0.56749528,0.389897223,,,,,,,
