CH1,CH2,CH3,CH4,CH5
-77.131,-74.114,-71.406,-47.25,-85.456
-77.363,-73.968,-71.325,-47.081,-85.294
-72.667,-73.032,-73.292,-43.417,-86.049
-74.082,-69.918,-70.846,-42.279,-85.412
-71.863,-68.861,-71.139,-49.064,-85.014
-77.306,-73.596,-68.538,-44.784,-86.397
-72.075,-70.945,-68.164,-43.962,-85.805
-77.062,-69.909,-72.046,-44.343,-84.791
-74.085,-69.991,-72.362,-45.569,-86.098
-72.841,-70.4,-71.665,-42.993,-85.356
-76.327,-74.356,-71.029,-44.036,-84.966
-76.36,-70.712,-70.913,-42.585,-86.477
-77.491,-73.66,-73.732,-44.432,-85.504
-73.153,-74.658,-71.205,-49.604,-85.22
-72.602,-76.785,-70.384,-45.5,-85.508
-72.502,-71.822,-73.209,-43.481,-85.69
-72.432,-70.465,-74.388,-45.667,-84.34
-81.349,-72.467,-68.984,-45.865,-85.748
-75.081,-73.424,-69.853,-44.627,-85.266
-71.882,-75.196,-74.598,-44.716,-84.114
-71.476,-77.759,-71.787,-45.572,-84.274
-75.364,-73.066,-69.403,-44.268,-70.946
-74.946,-75.038,-71.593,-44.561,-84.297
-82.148,-70.596,-74.175,-44.467,-86.207
-74.313,-68.894,-69.015,-46.133,-85.782
-72.863,-74.264,-71.093,-44.987,-84.774
-77.494,-78.769,-74.29,-43.44,-85.682
-73.145,-72.936,-72.864,-42.857,-85.873
-76.963,-75.969,-72.908,-43.645,-86.32
-73.346,-82.205,-72.377,-43.806,-84.202
-73.327,-76.115,-71.365,-47.692,-85.947
-80.504,-79.434,-72.955,-44.42,-85.896
-75.756,-77.398,-75.188,-46.138,-86.252
-78.848,-79.42,-72.667,-43.005,-85.847
-72.857,-75.639,-71.556,-45.491,-86.008
-72.918,-74.122,-72.173,-40.394,-86.179
-78.265,-78.802,-71.723,-44.589,-86.175
-72.334,-77.609,-74.368,-45.052,-69.83
-78.851,-71.467,-71.439,-44.846,-84.821
-75.078,-81.56,-73.786,-45.193,-85.431
-73.422,-81.236,-71.457,-45.431,-85.899
-72.021,-75.477,-72.728,-44.635,-85.071
-72.732,-71.876,-71.313,-44.315,-85.884
-73.253,-75.452,-73.11,-43.702,-86.119
-71.319,-82.363,-71.977,-44.751,-84.773
-76.36,-78.828,-66.813,-44.851,-85.659
-79.568,-78.939,-71.106,-42.689,-84.186
-75.93,-79.441,-74.167,-45.854,-84.477
-72.475,-74.337,-70.469,-43.904,-85.146
-73.08,-77.337,-70.861,-45.188,-85.392
-72.873,-77.076,-71.98,-45.54,-86.709
-73.993,-79.319,-71.743,-44.414,-85.239
-71.178,-81.406,-73.8,-44.967,-85.15
-72.156,-78.918,-75.037,-45.308,-85.124
-76.763,-80.59,-73.934,-44.12,-85.48
-76.903,-81.55,-67.341,-43.483,-86.319
-73.078,-80.068,-73.317,-43.471,-84.839
-73.925,-76.977,-72.294,-46.738,-84.613
-75.087,-80.112,-72.518,-41.933,-86.065
-76.138,-78.543,-73.816,-44.389,-86.145
-69.805,-80.82,-72.355,-44.658,-84.889
-73.613,-79.037,-69.551,-46.425,-85.266
-75.886,-83.044,-74.243,-41.843,-83.41
-78.129,-79.703,-77.564,-46.33,-85.427
-75.664,-82.144,-71.839,-44.412,-85.939
-75.382,-81.718,-72.296,-45.481,-85.542
-72.939,-77.977,-79.761,-45.253,-85.725
-71.776,-80.399,-74.662,-42.84,-85.823
-75.546,-78.236,-75.038,-44.504,-84.395
-73.385,-77.962,-73.758,-42.454,-86.865
-70.133,-76.058,-77.772,-44.071,-84.976
-72.968,-78.159,-74.05,-44.141,-86.064
-75.269,-79.671,-75.676,-44.106,-86.185
-79.557,-80.055,-74.151,-44.065,-85.518
-80.779,-78.195,-68.662,-46.233,-84.377
-74.09,-80.989,-75.519,-45.807,-85.701
-73.315,-79.059,-74.394,-44.875,-85.847
-79.961,-78.77,-74.586,-44.847,-86.021
-71.296,-77.443,-75.486,-43.873,-84.837
-71.671,-80.456,-74.539,-43.796,-85.288
-76.676,-78.714,-77.289,-43.859,-84.546
-72.417,-79.964,-74.686,-46.403,-86.794
-78.614,-80.023,-75.972,-43.167,-75.859
-75.385,-76.752,-74.597,-45.264,-85.98
-73.542,-79.784,-75.663,-44.282,-85.256
-73.996,-80.452,-73.254,-43.679,-85.516
-74.221,-80.204,-75.918,-43.96,-84.805
-70.679,-75.325,-71.998,-44.515,-85.733
-73.849,-80.131,-71.163,-44.489,-84.684
-73.954,-77.986,-72.516,-43.955,-85.746
-75.381,-77.13,-74.828,-43.735,-75.822
-71.04,-79.783,-75.274,-44.211,-85.33
-71.392,-79.52,-71.118,-44.295,-85.446
-74.047,-79.339,-72.901,-45.725,-85.983
-75.266,-78.309,-75.361,-44.366,-73.619
-77.913,-76.546,-74.738,-43.997,-86.713
-70.995,-78.325,-73.678,-44.598,-85.743
-73.647,-75.621,-73.556,-46.306,-84.05
-76.675,-79.444,-70.84,-45.695,-85.219
-74.082,-78.202,-72.48,-43.542,-86.384
-77.294,-74.945,-71.754,-43.805,-85.787
-73.134,-76.174,-74.661,-44.591,-86.586
-78.017,-76.916,-74.053,-47.805,-86.041
-77.008,-80.635,-74.385,-43.836,-84.304
-75.444,-80.097,-74.825,-44.408,-84.681
-72.177,-76.196,-75.268,-43.776,-85.78
-78.796,-80.681,-74.171,-42.22,-85.469
-74.09,-75.257,-73.93,-43.897,-85.998
-73.239,-79.938,-72.754,-42.074,-85.686
-71.513,-78.571,-73.847,-47.627,-84.77
-73.309,-82.449,-69.676,-44.375,-85.319
-78.573,-67.737,-75.315,-43.668,-85.253
-76.436,-80.215,-71.158,-44.478,-85.356
-73.005,-80.371,-74.394,-43.205,-85.975
-72.655,-77.668,-73.501,-41.45,-85.053
-72.41,-81.461,-74.045,-44.532,-86.514
-71.351,-77.589,-73.313,-44.704,-85.509
-74.572,-73.707,-70.767,-44.875,-85.889
-73.682,-74.12,-74.522,-45.194,-84.918
-72.406,-78.552,-71.549,-44.247,-85.774
-75.947,-77.962,-72.826,-45.124,-70.455
-75.732,-72.664,-73.703,-44.21,-84.881
-71.629,-75.427,-71.427,-43.775,-86.176
-72.901,-80.758,-72.013,-44.689,-84.926
-74.798,-75.577,-70.049,-45.195,-85.805
-75.999,-78.534,-71.007,-45.105,-85.843
-75.821,-79.841,-73.369,-44.636,-85.051
-79.108,-74.806,-71.043,-45.145,-86.047
-77.508,-77.243,-74.561,-43.202,-84.914
-79.681,-77.406,-71.149,-43.986,-86.169
-71.101,-79.449,-72.577,-44.114,-85.767
-75.41,-75.292,-69.478,-44.122,-86.936
-75.465,-78.767,-73.834,-43.19,-85.506
-72.067,-80.899,-73.575,-42.477,-84.126
-74.303,-80.402,-73.559,-43.977,-85.529
-74.332,-81.639,-74.989,-44.419,-85.949
-72.812,-71.714,-71.911,-42.097,-85.626
-71.146,-78.279,-71.952,-44.712,-74.058
-76.852,-80.104,-73.563,-43.679,-74.354
-73.561,-76.138,-75.281,-41.913,-85.352
-72.628,-79.072,-74.622,-42.946,-85.93
-72.604,-80.788,-74.815,-43.099,-85.481
-71.892,-85.013,-72.961,-44.73,-85.534
-76.137,-75.415,-69.933,-42.252,-85.857
-73.768,-79.082,-73.429,-44.596,-85.213
-75.099,-75.799,-72.938,-42.409,-87.003
-77.327,-77.111,-72.447,-42.89,-85.698
-76.866,-79.555,-72.422,-44.218,-85.199
-74.136,-74.286,-74.777,-43.617,-84.54
-74.739,-76.568,-72.649,-42.177,-86.223
-72.81,-78.139,-72.044,-42.309,-85.265
-72.057,-80.699,-71.116,-42.751,-85.478
-76.927,-80.817,-73.287,-41.885,-86.814
-75.372,-84.195,-72.393,-42.552,-86.158
-74.945,-81.666,-74.165,-42.171,-85.825
-77.538,-75.972,-74.913,-44.115,-84.596
-74.937,-82.422,-71.601,-42.284,-85.738
-71.362,-75.571,-75.024,-43.118,-84.399
-74.772,-80.576,-73.665,-43.098,-85.621
-77.995,-73.792,-73.212,-42.785,-85.239
-74.083,-80.785,-75.088,-40.414,-85.502
-72.826,-83.093,-73.174,-41.883,-86.67
-75.711,-82.505,-75.183,-43.598,-85.273
-79.508,-77.835,-74.435,-43.774,-85.993
-74.558,-81.282,-72.888,-43.262,-85.362
-73.133,-80.737,-74.841,-44.367,-85.323
-77.048,-79.067,-72.269,-44.551,-86.352
-77.589,-79.691,-71.603,-44.664,-86.411
-74.465,-82.087,-71.254,-44.092,-85.077
-77.575,-82.263,-71.663,-44.412,-85.519
-77.31,-73.945,-74.419,-42.102,-84.659
-76.154,-73.431,-71.528,-41.926,-83.924
-71.886,-71.949,-74.122,-43.363,-85.864
-78.904,-73.708,-72.646,-43.911,-84.557
-71.493,-80.025,-72.465,-43.525,-85.97
-75.578,-71.212,-70.834,-44.107,-86.003
-78.798,-69.923,-74.477,-41.761,-85.916
-71.302,-75.195,-73.452,-44.18,-86.526
-72.033,-72.928,-73.783,-43.405,-85.618
-75.549,-73.985,-72.907,-42.133,-85.938
-69.946,-73.81,-74.82,-44.133,-84.03
-75.538,-80.935,-71.25,-43.519,-86.427
-75.535,-80.472,-73.369,-42.041,-84.946
-75.425,-81.423,-74.527,-41.561,-85.575
-73.353,-79.983,-73.986,-43.361,-84.806
-80.264,-80.654,-74.482,-42.255,-85.459
-72.34,-76.791,-74.303,-43.853,-85.262
-78.458,-76.513,-74.033,-43.715,-85.636
-75.456,-82.426,-75.179,-42.395,-68.962
-74.519,-82.079,-70.968,-43.24,-84.306
-71.275,-78.904,-74.738,-43.222,-86.492
-71.462,-79.07,-74.429,-42.082,-85.695
-73.647,-80.064,-73.109,-43.851,-85.843
-76.842,-75.306,-73.175,-43.661,-85.035
-73.868,-83.395,-72.859,-42.071,-84.649
-73.562,-79.12,-73.279,-42.06,-86.332
-71.47,-80.09,-74.088,-43.904,-86.168
-72.961,-81.317,-73.54,-43.744,-84.155
-71.591,-77.923,-73.637,-44.369,-84.582
-75.802,-80.942,-74.415,-42.105,-86.208
-76.284,-74.828,-71.995,-43.171,-85.508
-71.821,-73.556,-75.369,-43.633,-85.373
-76.461,-71.646,-72.899,-41.74,-85.8
-72.926,-77.928,-73.613,-43.338,-85.963
-73.546,-75.239,-74.956,-43.521,-84.367
-72.091,-81.005,-72.152,-43.528,-85.245
-74.361,-80.874,-71.909,-41.903,-83.923
-70.962,-79.84,-69.715,-41.927,-75.289
-80.513,-79.612,-71.542,-43.258,-85.572
-78.223,-80.691,-70.323,-39.498,-85.508
-74.877,-80.113,-71.474,-43.251,-85.896
-77.517,-82.196,-71.104,-43.418,-85.433
-73.14,-81.595,-72.387,-43.787,-85.645
-72.202,-78.447,-69.673,-41.992,-83.879
-73.131,-80.782,-70.085,-43.901,-85.966
-74.109,-79.044,-69.466,-44.024,-85.427
-77.166,-75.44,-69.862,-42.732,-86.194
-79.918,-81.063,-71.668,-44.031,-84.756
-76.814,-79.158,-71.926,-43.453,-83.954
-73.316,-76.034,-73.283,-44.403,-84.889
-73.613,-76.303,-74.147,-42.293,-84.816
-71.607,-76.779,-74.539,-42.169,-85.987
-72.361,-81.551,-71.39,-43.81,-85.86
-71.807,-76.347,-73.279,-43.165,-85.402
-76.207,-78.994,-74.205,-43.87,-86.075
-77.327,-77.647,-73.181,-41.707,-85.336
-72.446,-75.576,-77.794,-42.933,-85.723
-74.078,-79.996,-73.84,-42.228,-85.551
-72.654,-78.68,-74.311,-43.373,-85.827
-79.22,-75.726,-76.181,-43.989,-85.095
-75.813,-77.206,-74.861,-43.104,-84.771
-75.212,-81.249,-76.795,-42.012,-84.79
-75.786,-82.397,-74.204,-43.726,-84.794
-75.008,-80.524,-68.626,-43.115,-85.144
-75.564,-77.56,-69.976,-42.249,-84.702
-73.564,-80.422,-70.961,-44.02,-85.781
-72.867,-81.903,-71.159,-43.41,-86.164
-71.735,-81.658,-73.207,-43.11,-85.398
-71.484,-81.86,-73.901,-42.365,-85.078
-72.219,-76.294,-74.718,-43.567,-84.98
-79.212,-81.342,-74.826,-42.667,-84.766
-72.796,-79.732,-71.079,-42.018,-84.731
-78.243,-79.79,-73.593,-43.444,-86.314
-73.492,-76.023,-72.461,-44.31,-73.895
-78.005,-80.054,-75.058,-43.071,-84.799
-71.299,-74.096,-71.908,-43.944,-85.915
-74.92,-79.303,-71.623,-41.874,-84.034
-76.046,-82.516,-74.765,-43.398,-85.751
-78.571,-80.608,-70.235,-43.668,-70.837
-75.923,-81.657,-70.374,-44.478,-85.621
-72.435,-81.266,-70.643,-44.2,-86.563
-76.259,-79.251,-72.895,-43.563,-84.94
-74.55,-81.208,-72.009,-42.602,-85.667
-75.82,-74.909,-68.052,-43.722,-86.466
-77.378,-77.918,-73.169,-43.079,-86.302
-77.17,-79.771,-69.817,-43.184,-85.791
-73.602,-79.374,-71.034,-44.5,-86.666
-72.574,-79.845,-70.918,-43.167,-85.857
-73.911,-77.868,-71.04,-42.905,-85.689
-72.359,-80.93,-70.691,-43.398,-86.965
-75.205,-72.922,-71.055,-43.149,-85.569
-72.245,-80.346,-67.075,-42.991,-85.675
-72.758,-78.826,-71.12,-43.628,-86.433
-72.824,-78.564,-69.879,-42.267,-68.23
-76.375,-76.304,-71.391,-43.348,-85.529
-76.179,-79.895,-72.669,-42.468,-84.514
-77.44,-73.963,-73.315,-43.729,-86.036
-71.787,-79.53,-71.547,-41.419,-85.629
-71.015,-80.91,-76.005,-41.71,-85.918
-72.486,-81.219,-74.174,-42.9,-85.182
-73.022,-74.182,-70.644,-41.921,-85.806
-72.387,-76.131,-66.865,-43.392,-85.272
-73.039,-82.362,-70.59,-42.865,-84.652
-72.969,-72.715,-71.437,-42.15,-86.018
-71.432,-80.154,-75.258,-43.281,-86.484
-70.897,-79.577,-72.682,-43.735,-85.118
-74.903,-79.288,-75.069,-39.74,-85.669
-71.294,-72.844,-70.333,-43.784,-86.474
-72.914,-80.621,-71.858,-42.219,-84.701
-73.757,-77.562,-75.618,-43.041,-86.262
-74.944,-81.007,-73.842,-42.96,-85.233
-73.885,-74.05,-70.303,-43.076,-86.433
-74.055,-79.61,-74.577,-43.828,-85.59
-74.138,-74.629,-74.318,-44.744,-85.343
-71.1,-81.141,-75.47,-44.811,-85.366
-73.979,-81.884,-75.647,-43.61,-85.951
-73.97,-79.38,-71.914,-43.149,-85.378
-74.972,-75.213,-70.205,-42.267,-84.774
-70.292,-77.79,-69.449,-42.111,-84.438
-78.078,-82.563,-71.528,-42.214,-84.258
-77.89,-79.85,-70.943,-42.347,-85.422
-72.702,-80.755,-71.036,-40.383,-86.342
-78.886,-80.344,-70.446,-43.416,-74.01
-72.918,-76.025,-70.46,-45.198,-85.403
-73.885,-80.675,-69.787,-43.495,-85.888
-71.606,-79.985,-71.743,-43.932,-85.704
-69.98,-81.65,-74.432,-42.278,-85.333
-73.227,-77.08,-73.795,-42.07,-85.959
-72.753,-77.298,-72.955,-43.567,-86.589
-73.708,-78.677,-72.223,-42.11,-85.747
-74.011,-76.858,-72.949,-40.34,-86.138
-70.427,-81.063,-74.189,-42.443,-86.018
-72.004,-80.801,-72.923,-43.957,-86.228
-72.151,-78.693,-73.471,-44.338,-85.382
-72.544,-79.802,-74.845,-42.479,-86.104
-72.69,-81.036,-70.017,-43.885,-85.875
-74.376,-79.213,-71.271,-42.151,-85.915
-71.585,-80.71,-70.579,-43.989,-75.255
-76.104,-78.212,-71.64,-42.496,-85.896
-74.904,-81.787,-72.913,-44.024,-84.798
-74.41,-81.85,-72.141,-44.095,-84.936
-75.817,-81.472,-71.037,-44.154,-85.142
-75.056,-77.271,-69.548,-44.113,-83.58
-77.462,-80.836,-71.885,-43.803,-86.08
-74.392,-81.769,-70.704,-41.597,-85.803
-73.822,-79.44,-70.907,-44.039,-70.385
-74.337,-79.503,-71.007,-42.091,-85.889
-75.743,-80.376,-70.617,-42.969,-85.77
-72.709,-79.288,-72.279,-43.647,-85.811
-74.519,-76.82,-73.803,-43.998,-85.189
-72.376,-78.08,-73.561,-43.5,-85.976
-76.306,-80.114,-70.41,-43.363,-86.1
-72.254,-81.695,-70.042,-43.036,-85.983
-72.375,-81.287,-71.39,-43.357,-84.977
-73.819,-82.383,-71.478,-43.638,-86.418
-73.153,-81.82,-72.896,-42.707,-86.722
-71.217,-81.15,-72.232,-43.718,-85.671
-77.082,-77.913,-72.249,-43.846,-84.26
-70.958,-81.656,-72.063,-43.99,-84.274
-71.662,-79.353,-68.058,-44.307,-85.228
-69.415,-82.661,-74.362,-43.649,-85.821
-74.914,-76.679,-71.991,-42.287,-86.049
-78.189,-79.616,-70.428,-41.717,-85.064
-73.457,-81.739,-74.316,-43.584,-76.389
-72.8,-81.66,-74.976,-41.792,-85.288
-73.346,-79.859,-73.508,-43.449,-84.447
-72.114,-80.196,-72.864,-42.506,-85.98
-74.936,-80.378,-71.714,-42.606,-85.119
-77.645,-83.093,-72.678,-42.171,-85.231
-76.368,-81.07,-79.739,-43.013,-85.224
-75.901,-78.292,-70.651,-42.554,-85.922
-79.037,-77.266,-73.563,-41.839,-85.348
-70.99,-78.944,-69.222,-43.364,-86.669
-73.773,-77.594,-71.831,-42.911,-86.024
-71.245,-79.356,-71.876,-41.972,-85.65
-73.867,-80.247,-77.477,-42.024,-86.525
-74.511,-82.171,-75.379,-47.088,-85.197
-76.701,-74.959,-74.615,-46.658,-86.115
-73.105,-78.899,-74.221,-45.389,-85.565
-71.159,-78.661,-71.213,-44.193,-83.84
-73.133,-81.264,-77.419,-45.279,-84.813
-73.499,-80.898,-78.875,-44.617,-85.745
-70.654,-77.888,-69.406,-43.205,-85.388
-71.918,-75.923,-75.29,-41.707,-84.993
-75.334,-77.141,-73.437,-44.821,-85.764
-73.612,-80.048,-74.916,-46.345,-85.336
-72.633,-78.929,-75.321,-42.701,-84.635
-75.645,-78.486,-74.696,-42.748,-85.455
-72.416,-78.209,-79.145,-45.859,-70.765
-72.765,-77.597,-74.906,-43.068,-85.843
-70.612,-77.406,-75.471,-49.245,-85.96
-73.748,-77.627,-75.774,-43.066,-86.207
-72.62,-79.934,-75.033,-41.907,-85.879
-76.204,-80.664,-70.893,-42.086,-85.81
-71.523,-82.916,-69.572,-42.36,-84.496
-73.619,-82.091,-72.794,-44.001,-85.313
-72.437,-77.037,-70.973,-44.328,-85.393
-71.484,-79.857,-75.464,-42.321,-85.085
-76.377,-79.243,-73.896,-42.954,-86.067
-71.331,-71.908,-73.08,-42.205,-85.472
-77.072,-81.128,-74.567,-45.899,-85.294
-70.967,-78.731,-74.276,-45.587,-85.341
-73.67,-80.553,-73.717,-42.06,-85.526
-74.398,-81.014,-75.05,-42.506,-85.945
-71.718,-78.086,-75.454,-45.586,-84.16
-75.59,-80.286,-74.84,-48.337,-85.941
-71.53,-78.922,-74.733,-42.024,-86.081
-73.423,-79.355,-73.244,-42.314,-85.546
-74.011,-82.611,-72.366,-45.475,-85.187
-74.368,-79.436,-72.851,-45.342,-85.284
-74.648,-76.392,-72.932,-44.938,-85.856
-74.522,-78.716,-73.068,-44.095,-84.772
-71.275,-78.291,-74.054,-45.471,-76.305
-70.449,-79.654,-74.316,-43.609,-86.527
-72.865,-80.348,-73.654,-40.673,-86.312
-76.326,-80.881,-75.041,-45.191,-85.555
-72.098,-76.198,-73.867,-45.32,-86.221
-73.339,-76.644,-72.561,-44.076,-85.566
-74.991,-72.694,-75.081,-44.319,-86.158
-78.542,-78.846,-73.675,-43.159,-74.254
-76.972,-79.394,-71.593,-44.064,-85.237
-78.929,-76.963,-76.388,-43.436,-84.502
-73.145,-77.647,-74.798,-44.081,-84.83
-78.505,-78.801,-73.963,-44.137,-85.086
-70.141,-73.404,-74.924,-42.631,-85.349
-72.712,-76.295,-74.05,-43.732,-85.218
-74.013,-72.833,-76.014,-43.741,-86.29
-72.93,-80.743,-70.548,-43.869,-85.669
-73.113,-80.372,-74.069,-42.257,-86.409
-74.158,-78.872,-75.252,-43.572,-84.128
-70.494,-80.124,-75.261,-42.419,-84.436
-73.802,-76.865,-72.454,-43.723,-85.581
-74.338,-76.368,-75.343,-43.502,-84.523
-74.489,-75.962,-74.115,-43.712,-85.033
-76.296,-78.311,-73.02,-43.813,-84.28
-74.974,-78.451,-70.069,-43.799,-86.228
-72.097,-81.606,-70.461,-43.757,-86.003
-73.979,-76.341,-69.845,-43.888,-86.604
-72.376,-79.552,-69.85,-43.656,-86.104
-74.602,-80.323,-71.181,-44.045,-85.631
-70.246,-76.245,-70.263,-43.311,-86.366
-76.515,-77.336,-70.124,-42.058,-85.117
-74.045,-77.402,-70.332,-39.672,-85.528
-72.853,-77.301,-69.945,-44.308,-85.974
-72.81,-80.189,-69.437,-43.762,-85.526
-73.115,-78.744,-70.515,-43.956,-85.327
-73.018,-78.509,-71.424,-42.293,-71.351
-76.3,-75.567,-70.291,-44.162,-86.089
-71.677,-72.505,-71.284,-43.787,-85.101
-71.818,-77.671,-73.579,-41.959,-85.997
-71.32,-79.926,-77.996,-44.085,-85.605
-73.09,-81.677,-69.139,-43.566,-83.046
-75.105,-79.769,-78.151,-44.056,-84.438
-72.172,-78.095,-70.081,-43.447,-83.647
-77.404,-78.305,-70.555,-42.457,-85.817
-76.156,-79.742,-70.824,-43.19,-85.488
-71.592,-80.101,-71.101,-42.307,-74.209
-76.688,-81.119,-72.211,-43.431,-86.028
-73.389,-81.259,-73.574,-41.983,-85.947
-72.353,-82.8,-70.256,-43.194,-85.298
-73.973,-82.497,-70.156,-43.49,-86.352
-70.673,-81.126,-79.847,-42.529,-84.864
-69.893,-77.375,-71.684,-43.32,-85.978
-73.523,-79.327,-70.526,-42.571,-84.084
-74.513,-81.959,-73.801,-42.468,-84.113
-77.435,-78.943,-70.989,-43.017,-84.458
-71.773,-80.423,-70.792,-42.734,-85.233
-70.43,-76.955,-71.774,-42.785,-85.417
-74.697,-80.615,-72.699,-43.177,-85.09
-77.178,-76.954,-71.338,-42.498,-85.157
-76.186,-82.229,-70.553,-42.534,-85.815
-73.458,-80.323,-72.757,-43.464,-85.327
-72.901,-81.212,-70.24,-42.82,-84.534
-71.202,-79.809,-68.331,-43.817,-85.671
-72.299,-79.836,-69.951,-40.335,-85.576
-72.3,-80.474,-71.395,-42.161,-84.793
-72.665,-75.258,-70.828,-42.831,-86.195
-75.117,-79.855,-70.26,-43.338,-84.94
-73.565,-80.492,-74.297,-43.822,-86.395
-73.577,-80.684,-72.55,-43.21,-84.276
-73.117,-80.854,-73.198,-42.142,-85.62
-74.831,-75.038,-73.87,-42.44,-83.629
-77.243,-81.808,-71.033,-44.247,-85.684
-72.531,-72.057,-75.82,-43.827,-84.1
-73.537,-74.355,-75.426,-43.745,-85.03
-71.567,-80.941,-75.406,-43.738,-85.594
-72.174,-81.348,-74.383,-43.188,-85.331
-72.798,-79.504,-73.15,-43.136,-85.828
-73.406,-76.556,-75.001,-42.037,-86.042
-73.324,-80.131,-70.831,-42.816,-86.525
-70.775,-78.676,-74.365,-43.281,-84.731
-75.441,-74.714,-74.005,-43.262,-84.35
-72.943,-78.463,-72.335,-42.265,-85.959
-73.2,-77.454,-70.617,-43.331,-70.184
-74.494,-80.164,-74.539,-43.567,-70.015
-72.632,-80.248,-73.936,-42.098,-85.551
-73.09,-79.879,-72.408,-43.426,-85.699
-71.118,-77.628,-74.102,-42.228,-85.298
-73.511,-82.363,-73.584,-43.328,-84.964
-73.934,-79.909,-68.615,-43.811,-85.256
-70.426,-82.145,-75.056,-42.657,-85.53
-72.082,-82.1,-74.478,-42.638,-85.605
-72.855,-80.571,-71.604,-43.848,-86.201
-74.661,-81.029,-74.871,-43.513,-86.092
-70.481,-80.826,-75.632,-44.902,-85.23
-72.437,-81.493,-76.016,-43.534,-86.042
-74.861,-76.774,-76.365,-42.52,-86.139
-77.765,-79.08,-74.047,-42.394,-85.462
-74.205,-79.685,-73.927,-44.214,-85.242
-71.873,-74.365,-69.85,-43.642,-70.84
-73.994,-73.5,-74.983,-42.178,-86.143
-70.512,-78.543,-72.291,-42.774,-85.299
-73.815,-78.398,-71.676,-43.215,-69.719
-70.805,-75.05,-71.323,-43.949,-84.704
-69.707,-82.871,-72.619,-42.956,-85.713
-75.483,-81.863,-70.729,-43.654,-85.016
-73.718,-78.2,-74.149,-43.644,-85.417
-73.264,-71.418,-75.791,-43.893,-74.333
-71.175,-79.484,-77.187,-43.516,-84.838
-74.852,-77.84,-73.737,-42.634,-85.139
-72.946,-79.404,-74.272,-42.754,-85.083
-71.049,-79.487,-74.009,-41.984,-86.724
-74.128,-82.614,-71.92,-43.535,-86.495
-70.909,-81.665,-75.405,-42.235,-85.456
-72.628,-80.119,-76.066,-41.49,-85.293
-74.854,-78.011,-76.365,-43.183,-85.879
-73.013,-79.63,-76.265,-41.979,-86.282
-73.699,-79.717,-74.352,-42.601,-86.127
-71.765,-75.677,-71.57,-43.733,-85.35
-73.682,-76.469,-73.687,-44.1,-84.637
-72.008,-79.622,-73.362,-42.548,-85.705
-72.96,-79.97,-72.109,-42.311,-84.643
-70.789,-81.987,-74.941,-43.391,-86.088
-75.719,-75.959,-72.736,-42.316,-85.422
-70.555,-74.092,-73.759,-43.665,-85.675
-75.616,-80.121,-70.502,-41.843,-85.549
-71.486,-73.285,-70.72,-42.363,-85.302
-72.807,-81.422,-71.074,-42.891,-85.448
-69.929,-78.33,-69.523,-40.224,-84.784
-76.614,-79.869,-75.628,-41.717,-85.042
-71.014,-76.726,-71.611,-39.525,-85.786
-73.051,-74.114,-71.061,-42.324,-85.341
-72.931,-80.262,-72.515,-43.496,-85.708
-71.615,-77.96,-70.084,-43.413,-84.531
-73.931,-76.726,-70.993,-42.297,-86.541
-75.774,-81.141,-72.952,-43.018,-85.004
-71.935,-75.534,-71.658,-43.046,-85.599
-75.603,-78.284,-72.675,-43.505,-84.796
-73.853,-75.253,-70.706,-42.386,-86.04
-76.312,-80.187,-74.076,-43.663,-85.524
-70.056,-79.764,-69.966,-41.867,-85.611
-72.001,-80.349,-72.242,-42.574,-84.995
-74.674,-81.402,-71.662,-42.122,-84.786
-78.64,-81.274,-71.383,-42.268,-86.68
-71.917,-76.727,-70.94,-43.356,-85.061
-73.19,-78.161,-72.09,-43.404,-86.196
-73.078,-79.656,-73.252,-43.179,-86.719
-78.533,-79.419,-73.459,-42.858,-86.041
-73.583,-77.715,-71.528,-44.018,-84.331
-73.404,-77.411,-71.677,-44.324,-85.918
-70.316,-77.892,-72.034,-42.339,-85.259
-73.313,-77.973,-72.08,-42.423,-83.779
-71.045,-76.225,-72.548,-43.278,-84.861
-70.631,-74.985,-74.078,-43.382,-85.575
-70.605,-80.157,-74.816,-43.041,-86.419
-70.249,-78.824,-74.434,-43.265,-85.183
-69.734,-78.721,-74.047,-43.437,-84.328
-72.335,-80.124,-74.278,-42.498,-85.504
-70.726,-78.527,-71.222,-42.557,-86.172
-72.296,-79.734,-76.374,-42.51,-84.918
-71.421,-80.141,-72.871,-42.196,-84.609
-71.614,-80.544,-70.76,-43.368,-86.102
-72.356,-80.381,-75.349,-42.406,-85.399
-74.422,-76.701,-74.705,-43.255,-84.56
-72.492,-77.66,-76.447,-43.548,-85.431
-69.967,-81.878,-75.07,-44.302,-85.421
-74.402,-74.931,-74.431,-43.97,-84.105
-76.478,-77.692,-73.445,-43.589,-85.46
-72.416,-80.377,-73.959,-42.488,-85.369
-75.911,-78.126,-74.289,-42.438,-85.755
-70.061,-77.793,-71.639,-42.129,-85.545
-71.779,-78.807,-71.235,-42.342,-85.443
-73.739,-77.125,-79.334,-42.538,-84.482
-71.809,-79.572,-75.159,-42.228,-85.55
-71.063,-79.332,-74.976,-42.058,-85.238
-73.58,-77.842,-75.043,-42.02,-85.096
-70.489,-75.62,-73.324,-42.107,-85.709
-73.596,-76.214,-73.85,-43.64,-85.211
-70.265,-77.942,-73.774,-42.582,-85.851
