CH1,CH2,CH3,CH4,CH5
-76.979,-71.973,-66.723,-73.328,-83.87
-78.767,-72.095,-72.506,-70.471,-86.216
-75.577,-66.354,-70.689,-72.869,-85.645
-75.644,-67.174,-71.601,-70.381,-85.839
-78.003,-75.317,-71.601,-73.744,-84.554
-76.099,-77.021,-73.384,-70.255,-85.338
-79.946,-74.588,-73.494,-73.468,-83.88
-77.728,-78.159,-69.014,-73.194,-86.266
-74.251,-70.873,-72.703,-73.018,-85.026
-76.553,-73.078,-75.218,-72.769,-85.864
-74.919,-73.255,-69.401,-73.322,-84.885
-77.181,-72.043,-69.582,-74.011,-85.079
-76.141,-74.848,-68.757,-74.204,-84.509
-77.665,-81.104,-68.243,-73.861,-83.832
-76.16,-74.319,-70.079,-70.775,-86.35
-82.973,-72.722,-74.372,-74.481,-85.066
-77.717,-72.699,-72.529,-73.053,-84.782
-72.298,-72.314,-75.32,-73.245,-86.279
-77.562,-71.289,-75.475,-70.385,-86.216
-77.468,-71.034,-71.919,-73.049,-85.359
-76.03,-69.586,-71.968,-72.065,-85.788
-74.7,-72.033,-74.97,-73.046,-85.455
-73.84,-73.006,-70.579,-74.383,-84.029
-75.129,-75.821,-67.827,-76.621,-84.78
-77.273,-70.204,-72.487,-76.233,-85.651
-74.999,-71.345,-74.631,-74.824,-85.061
-74.819,-77.12,-74.286,-76.413,-86.436
-72.551,-79.287,-75.521,-75.97,-84.324
-79.371,-75.328,-73.717,-76.062,-85.092
-76.048,-72.623,-73.146,-70.16,-76.61
-79.353,-80.761,-74.19,-75.673,-84.417
-80.407,-73.257,-73.86,-80.05,-85.641
-76.055,-70.257,-76.49,-73.468,-86.728
-76.248,-78.756,-76.652,-74.901,-85.834
-78.31,-76.906,-74.582,-72.934,-85.84
-75.184,-73.697,-73.061,-73.302,-86.058
-79.393,-75.708,-75.159,-72.722,-86.265
-80.455,-69.295,-76.539,-73.152,-86.115
-80.18,-74.314,-79.042,-72.71,-84.777
-77.391,-75.344,-74.253,-72.994,-85.524
-74.105,-75.227,-75.017,-73.123,-84.322
-76.203,-73.352,-74.769,-72.926,-85.36
-77.442,-75.494,-75.981,-70.742,-86.365
-77.654,-76.261,-73.888,-75.851,-86.575
-77.513,-76.305,-74.945,-77.405,-84.662
-77.126,-75.777,-77.441,-80.078,-86.217
-77.195,-75.218,-75.519,-76.762,-86.103
-80.363,-77.368,-76.192,-76.304,-85.572
-73.357,-68.453,-74.187,-72.912,-85.227
-76.72,-76.153,-70.969,-71.143,-85.888
-73.834,-77.096,-75.513,-72.823,-85.926
-78.594,-73.781,-75.778,-72.57,-84.994
-73.905,-75.414,-73.643,-73.73,-85.938
-80.968,-74.379,-75.481,-72.516,-84.649
-79.682,-74.63,-74.175,-73.28,-85.272
-75.503,-74.319,-73.573,-72.652,-85.985
-82.531,-74.462,-73.184,-73.07,-85.515
-80.928,-77.956,-74.103,-70.316,-84.709
-79.535,-75.539,-74.869,-71.741,-85.29
-74.436,-70.261,-75.701,-70.142,-85.383
-76.093,-68.733,-74.734,-70.027,-84.707
-77.584,-77.95,-73.118,-70.492,-85.975
-72.663,-72.638,-74.375,-72.061,-86.634
-80.058,-78.388,-71.428,-71.118,-86.446
-77.714,-68.083,-70.298,-71.933,-85.566
-77.616,-75.544,-75.572,-68.619,-85.209
-74.484,-75.149,-74.135,-73.216,-85.401
-77.487,-78.226,-74.934,-72.322,-84.459
-78.016,-68.571,-71.142,-74.498,-84.557
-73.402,-74.903,-74.193,-72.349,-84.625
-71.768,-72.786,-75.928,-71.318,-84.924
-75.061,-73.923,-74.193,-69.068,-85.683
-72.65,-72.975,-75.256,-73.092,-51.197
-78.834,-71.87,-72.416,-72.842,-86.095
-80.335,-76.575,-72.043,-68.964,-84.1
-77.963,-70.335,-78.061,-76.512,-86.173
-78.07,-72.342,-76.184,-68.636,-85.435
-75.364,-71.441,-74.753,-67.976,-86.169
-78.556,-68.82,-75.893,-68.152,-86.065
-77.223,-68.697,-74.123,-71.283,-85.848
-81.112,-72.824,-75.827,-73.309,-85.331
-79.013,-72.044,-70.972,-74.192,-86.157
-78.445,-74.523,-77.223,-72.864,-85.795
-78.248,-66.681,-72.843,-73.078,-86.554
-73.778,-66.403,-69.563,-72.969,-85.36
-78.039,-70.341,-71.331,-72.819,-85.142
-82.396,-73.138,-73.047,-72.615,-84.947
-73.136,-67.947,-72.394,-69.571,-85.734
-76.849,-69.305,-73.709,-74.025,-85.991
-82.956,-70.676,-74.345,-72.637,-85.389
-81.33,-71.918,-75.599,-73.332,-85.418
-77.091,-68.399,-74.845,-73.137,-83.76
-78.576,-75.021,-78.976,-72.9,-84.246
-75.112,-68.784,-77.003,-72.838,-85.6
-75.976,-67.252,-75.137,-75.016,-86.206
-77.126,-72.002,-73.164,-74.047,-85.132
-78.872,-70.946,-78.564,-72.38,-85.244
-72.197,-66.277,-77.987,-73.939,-85.253
-73.504,-66.474,-72.217,-69.714,-84.557
-73.177,-65.894,-75.196,-73.043,-85.663
-72.237,-70.196,-74.141,-74.045,-84.896
-76.759,-72.338,-77.814,-72.672,-86.668
-76.377,-72.39,-75.924,-80.719,-85.135
-79.221,-75.667,-77.087,-69.727,-85.91
-73.175,-68.151,-75.66,-75.03,-84.618
-79.994,-72.984,-75.57,-78.791,-85.806
-74.963,-68.436,-72.983,-76.682,-85.821
-83.042,-69.538,-74.042,-70,-85.926
-78.809,-67.59,-75.948,-74.846,-86.486
-73.604,-65.257,-74.834,-75.35,-85.524
-73.846,-67.141,-74.363,-75.916,-85.722
-76.733,-73.25,-73.281,-75.805,-86.263
-74.579,-66.851,-73.138,-78.488,-85.03
-81.903,-68.491,-73.999,-69.764,-85.017
-76.557,-76.597,-78.02,-73.464,-85.675
-75.845,-74.134,-75.014,-69.811,-84.911
-74.69,-76.481,-75.331,-72.203,-83.695
-72.569,-71.605,-78.094,-69.75,-86.256
-81.508,-74.044,-73.937,-72.384,-84.96
-71.574,-70.873,-75.284,-71.701,-85.719
-74.593,-70.551,-77.326,-73.251,-84.414
-72.229,-73.486,-72.529,-74.875,-84.711
-75.33,-68.827,-78.5,-72.586,-86.847
-72.251,-66.182,-74.244,-69.586,-84.792
-80.09,-70.3,-74.972,-75.954,-85.521
-73.044,-68.964,-73.704,-73.383,-85.174
-78.269,-70.091,-72.982,-69.427,-85.621
-72.454,-75.13,-74.352,-76.008,-84.636
-70.789,-73.536,-73.788,-73.42,-85.762
-81.789,-72.088,-74.235,-75.041,-84.885
-80.679,-72.17,-74.327,-69.964,-85.754
-76.349,-67.621,-74.718,-76.348,-85.923
-73.291,-67.326,-74.398,-75.837,-84.94
-77.469,-71.875,-74.557,-74.86,-84.757
-73.001,-73.243,-77.99,-72.321,-85.641
-71.565,-73.476,-74.105,-73.604,-85.209
-71.451,-74.428,-74.181,-78.648,-85.495
-81.898,-65.481,-73.532,-75.109,-83.809
-77.241,-68.667,-78.575,-69.859,-84.429
-74.481,-68.422,-73.81,-78.938,-85.655
-74.916,-66.635,-75.649,-69.562,-85.24
-72.404,-74.154,-77.567,-76.102,-85.644
-79.628,-67.558,-75.112,-77.713,-85.303
-82.068,-65.513,-75.961,-77.727,-84.101
-73.687,-69.627,-75.854,-73.568,-85.864
-78.929,-65.908,-75.159,-79.959,-86.581
-74.997,-71.072,-77.309,-69.658,-85.703
-73.248,-69.909,-74.941,-73.184,-84.751
-74.204,-70.886,-72.291,-72.322,-85.492
-78.477,-70.192,-78.486,-69.771,-84.604
-72.812,-72.313,-74.022,-69.713,-85.886
-70.558,-69.366,-72.925,-73.334,-86.044
-73.848,-66.569,-75.33,-71.858,-85.158
-73.429,-67.974,-78.499,-74.351,-85.201
-72.079,-71.952,-73.518,-71.083,-85.642
-82.014,-71.252,-78.678,-73.199,-85.79
-83.113,-75.372,-76.132,-76.11,-69.408
-76.44,-71.552,-71.838,-73.734,-85.326
-83.102,-68.612,-74.724,-72.67,-85.812
-70.87,-69.752,-75.114,-73.312,-86.283
-73.404,-71.443,-73.94,-74.365,-84.456
-71.459,-74.86,-75.19,-77.088,-85.637
-80.168,-63.542,-76.876,-69.452,-86.052
-76.046,-68.451,-76.337,-69.93,-86.246
-72.997,-72.247,-74.161,-71.839,-84.911
-72.507,-73.177,-76.521,-69.611,-85.78
-76.792,-74.655,-72.143,-73.638,-85.536
-71.905,-69.828,-75.055,-72.622,-84.527
-75.86,-66.764,-73.77,-74.216,-85.876
-75.242,-71.887,-73.078,-75.942,-86.075
-77.89,-77.559,-74.823,-73.157,-85.859
-73.646,-72.108,-72.934,-72.746,-85.405
-72.811,-68.256,-76.126,-73.204,-86.451
-74.918,-72.299,-75.286,-69.64,-85.03
-75.027,-71.094,-74.844,-72.963,-85.362
-76.053,-74.871,-76.47,-73.469,-85.513
-73.015,-74.118,-75.042,-70.059,-86.398
-73.718,-69.851,-73.258,-72.568,-85.554
-77.408,-68.552,-74.264,-75.7,-84.909
-71.44,-68.952,-75.548,-73.07,-85.906
-73.68,-69.915,-71.254,-74.379,-85.081
-74.971,-75.365,-74.464,-70.021,-86.31
-81.51,-75.98,-70.146,-75.753,-84.906
-80.561,-70.802,-70.466,-71.516,-85.445
-75.759,-70.436,-74.475,-71.127,-85.869
-74.719,-71.845,-74.489,-73.755,-82.84
-74.945,-66.8,-73.008,-70.233,-85.258
-78.021,-70.02,-75.034,-73.293,-85.888
-76.162,-76.451,-73.456,-69.295,-84.907
-74.021,-67.886,-71.806,-76.325,-86.324
-74.538,-69.356,-72.709,-74.824,-85.279
-80.874,-68.43,-76.301,-73.645,-84.88
-73.492,-71.673,-72.508,-69.849,-85.684
-74.953,-67.861,-76.722,-73.1,-86.107
-74.069,-67.593,-71.205,-70.117,-86.149
-77.803,-74.782,-73.578,-69.572,-83.593
-76.835,-74.156,-74.84,-74.381,-85.332
-73.953,-71.115,-76.264,-69.838,-84.826
-75.682,-75.44,-76.517,-69.729,-70.56
-73.417,-75.209,-72.355,-75.742,-85.98
-78.928,-73.346,-74.662,-73.189,-86.462
-74.45,-75.441,-75.437,-69.663,-85.288
-72.676,-73.699,-74.405,-69.873,-85.423
-73.468,-73.544,-75.603,-75.287,-85.457
-75.497,-78.339,-73.297,-78.088,-85.526
-72.706,-71.167,-73.031,-69.481,-69.885
-71.285,-69.419,-74.893,-74.307,-85.529
-75.226,-75.653,-75.263,-70.044,-85.515
-74.89,-71.37,-73.578,-74.563,-84.746
-75.743,-70.696,-74.966,-75.074,-85.416
-76.495,-74.536,-75.685,-72.74,-73.729
-76.546,-71.012,-76.885,-72.671,-86.068
-80.22,-75.719,-72.399,-70.713,-70.588
-74.386,-75.971,-74.954,-73.412,-86.114
-80.981,-80.654,-74.726,-70.455,-85.254
-75.68,-74.158,-73.99,-71.414,-86.362
-73.855,-72.589,-71.873,-70.361,-85.385
-77.391,-70.849,-70.877,-70.558,-85.02
-78.186,-74.953,-75.621,-69.287,-84.85
-75.197,-76.63,-74.273,-71.625,-85.08
-80.677,-74.023,-73.579,-72.2,-86.026
-78.264,-65.3,-74.122,-70.497,-85.237
-74.91,-69.553,-74.885,-73.946,-85.852
-75.236,-74.731,-79.496,-78.732,-85.263
-78.446,-72.924,-76.861,-70.83,-84.981
-78.389,-68.604,-76.817,-69.281,-85.625
-76.806,-72.238,-67.329,-68.757,-84.158
-76.363,-66.694,-73.061,-78.086,-85.795
-80.536,-70.191,-72.758,-78.395,-86.171
-78.089,-74.089,-75.521,-76.779,-85.77
-74.616,-73.282,-71.806,-68.688,-85.704
-76.723,-75.818,-72.001,-73.857,-83.929
-81.229,-71.28,-73.563,-74.069,-84.92
-77.954,-69.967,-77.24,-76.218,-85.968
-72.331,-75.675,-75.479,-74.852,-84.913
-80.759,-71.323,-75.135,-74.948,-85.351
-73.31,-76.383,-74.378,-76.878,-84.513
-80.679,-76.585,-74.196,-73.397,-85.592
-78.855,-77.14,-74.973,-74.964,-84.089
-72.62,-69.696,-78.582,-73.706,-85.872
-83.366,-78.243,-76.225,-68.32,-86.066
-79.949,-76.053,-76.832,-72.683,-85.197
-77.178,-74.996,-73.919,-72.509,-84.804
-76.297,-69.68,-73.642,-68.485,-86.053
-80.389,-68.945,-73.807,-73.547,-85.907
-71.442,-73.537,-74.975,-65.829,-84.106
-72.687,-73.858,-76.522,-72.161,-85.743
-81.95,-69.572,-74.054,-75.383,-85.756
-74.256,-68.568,-73.864,-75.606,-85.479
-83.35,-75.485,-77.041,-72.396,-86.211
-73.95,-73.889,-74.355,-74.356,-72.241
-76.408,-71.272,-74.816,-73.117,-74.499
-78.073,-70.122,-72.602,-77.389,-86.511
-74.544,-68.851,-74.441,-69.426,-84.565
-73.093,-75.988,-75.495,-68.871,-85.34
-77.734,-73.202,-74.216,-68.304,-85.303
-76.033,-63.653,-75.984,-73.546,-87.013
-73.348,-71.21,-75.377,-75.284,-85.886
-80.581,-67.211,-77.09,-68.389,-71.06
-74.955,-75.474,-72.049,-69.017,-86.384
-76.53,-75.932,-72.172,-73.597,-86.507
-73.234,-77.72,-75.36,-73.004,-85.107
-73.265,-76.922,-72.232,-72.226,-85.923
-76.54,-72.338,-70.293,-75.81,-86.618
-72.688,-74.348,-68.519,-74.128,-85.404
-77.794,-73.525,-73.241,-74.224,-85.867
-83.932,-75.811,-73.4,-68.86,-85.991
-71.751,-73.227,-73.451,-71.487,-86.004
-76.433,-77.326,-71.041,-70.564,-84.826
-72.207,-66.937,-70.128,-68.519,-84.222
-74.847,-73.087,-70.633,-76.084,-86.209
-76.387,-67.041,-71.974,-69.267,-86.216
-77.661,-78.052,-71.645,-72.186,-85.982
-75.171,-70.509,-73.842,-70.038,-86.492
-77.577,-74.3,-75.281,-68.821,-85.707
-75.278,-71.961,-74.905,-74.265,-85.373
-79.439,-75.043,-71.639,-73.656,-84.748
-73.257,-79.711,-73.958,-77.682,-85.937
-74.902,-75.709,-72.513,-75.323,-85.605
-79.886,-72.734,-72.193,-78.694,-85.567
-73.409,-71.794,-75.962,-66.823,-84.238
-73.665,-73.579,-73.908,-74.945,-84.829
-74.436,-75.609,-75.451,-77.171,-85.579
-76.117,-72.864,-71.102,-78.185,-85.394
-76.428,-76.762,-71.385,-78.563,-85.323
-76.686,-75.291,-69.691,-75.717,-70.808
-80.65,-77.491,-68.464,-69.768,-84.947
-74.135,-70.81,-70.423,-69.932,-72.328
-78.287,-76.378,-69.563,-69.631,-78.639
-74.591,-78.108,-74.713,-72.673,-64.386
-78.435,-69.789,-75.565,-75.329,-85.566
-72.058,-74.528,-73.161,-68.974,-86.822
-71.766,-74.268,-72.163,-78.511,-72.677
-74.617,-76.357,-74.432,-74.739,-58.783
-76.859,-73.894,-69.221,-72.161,-84.627
-71.787,-74.236,-70.163,-70.868,-84.633
-72.123,-72.38,-70.145,-74.485,-85.695
-71.971,-65.24,-73.88,-72.69,-84.682
-73.965,-68.828,-76.018,-79.736,-69.443
-75.704,-65.424,-71.916,-71.589,-84.166
-73.86,-74.611,-66.644,-76.74,-86.497
-73.357,-73.53,-72.823,-76.153,-85.296
-73.756,-75.601,-72.128,-74.655,-85.67
-73.763,-73.688,-67.156,-70.633,-72.803
-82.464,-72.515,-68.866,-74.929,-86.106
-81.633,-72.455,-72,-73.181,-85.646
-80.971,-68.784,-71.512,-68.561,-86.019
-78.507,-74.471,-68.799,-69.094,-85.109
-75.727,-75.428,-72.568,-74.44,-85.909
-72.613,-76.322,-71.019,-68.413,-86.432
-75.956,-74.014,-70.525,-70.033,-85.468
-80.096,-71.887,-68.082,-74.668,-85.799
-79.982,-77.011,-75.37,-72.476,-86.016
-80.467,-75.842,-73.522,-74.373,-84.701
-73.401,-66.649,-72.882,-73.022,-86.001
-78.489,-75.519,-76.85,-70.649,-86.581
-75.291,-78.385,-75.161,-74.236,-86.145
-81.039,-70.728,-73.897,-69.108,-84.902
-78.585,-73.888,-68.38,-75.099,-86.846
-76.617,-72.121,-71.823,-73.384,-85.653
-81.812,-73.048,-69.603,-69.471,-85.16
-76.718,-77.999,-68.99,-73.875,-72.068
-79.297,-75.454,-72.476,-77.645,-75.897
-78.711,-74.091,-70.729,-73.316,-85.135
-72.824,-68.138,-72.949,-69.616,-85.929
-77.624,-71.83,-68.212,-75.387,-85.939
-72.696,-73.113,-72.362,-77.275,-85.848
-72.362,-69.964,-72.327,-68.605,-84.978
-73.397,-68.876,-72.986,-77.404,-85.454
-75.79,-72.23,-67.652,-77.801,-85.598
-73.951,-76.956,-66.114,-78.322,-84.673
-76.067,-75.947,-66.879,-68.652,-86.017
-75.369,-75.062,-72.195,-75.192,-84.984
-75.205,-75.777,-74.259,-68.482,-85.052
-75.89,-69.883,-75.238,-68.966,-86.181
-76.13,-73.246,-69.011,-71.619,-86.481
-80.956,-74.539,-70.173,-75.607,-85.192
-73.884,-75.401,-69.791,-72.828,-85.826
-80.734,-76.488,-65.447,-74.617,-85.428
-76.175,-76.141,-68.215,-73.516,-86.217
-76.906,-68.376,-71.239,-73.863,-85.509
-73.954,-77.414,-72.312,-75.947,-86.207
-79.234,-69.049,-79.139,-68.17,-84.906
-75.118,-67.602,-70.276,-73.413,-85.689
-81.234,-69.509,-74.072,-77.189,-85.726
-76.791,-73.248,-74.416,-77.285,-72.952
-78.595,-70.199,-66.376,-67.864,-84.91
-79.317,-75.388,-72.208,-67.819,-84.992
-77.224,-74.135,-72.434,-68.423,-85.637
-76.77,-68.339,-70.461,-68.21,-85.209
-76.091,-72.256,-68.375,-77.156,-86.291
-76.827,-70.661,-67.97,-75.858,-85.703
-75.819,-73.362,-74.793,-75.694,-86.033
-73.26,-72.914,-73.823,-71.194,-85.582
-81.459,-75.986,-72.842,-67.728,-83.894
-78.241,-76.89,-72.678,-71.124,-86.163
-77.779,-78.491,-72.604,-71.551,-78.391
-75.049,-71.398,-73.865,-72.511,-85.453
-76.617,-73.596,-73.563,-72.097,-85.317
-75.777,-74.266,-73.636,-78.356,-85.673
-77.453,-79.848,-72.099,-71.644,-85.594
-77.532,-73.056,-70.908,-76.526,-84.987
-78.399,-74.971,-75.928,-71.668,-84.944
-79.643,-69.371,-75.374,-69.928,-85.739
-77.643,-69.003,-73.638,-72.297,-85.989
-75.239,-73.292,-79.005,-67.71,-83.594
-76.842,-77.329,-68,-72.202,-86.37
-74.931,-78.324,-73.143,-68.73,-85.907
-73.658,-74.188,-76.496,-71.086,-85.453
-78.314,-73.593,-75.63,-70.713,-85.645
-78.576,-74.595,-73.316,-67.969,-87.099
-76.096,-72.065,-69.861,-67.935,-84.752
-79.59,-75.315,-66.159,-75.794,-84.611
-71.855,-74.943,-66.173,-68.472,-85.828
-76.655,-68.05,-68.242,-69.073,-86.081
-80.785,-75.831,-66.829,-70.284,-85.32
-72.053,-67.979,-71.485,-72.765,-73.755
-76.852,-74.916,-73.439,-74.825,-85.734
-77.93,-77.511,-72.035,-68.793,-84.96
-79.046,-69.969,-70.343,-71.69,-85.935
-80.812,-71.525,-74.067,-72.133,-83.209
-76.322,-64.61,-68.785,-68.883,-85.629
-81.034,-75.968,-70.596,-67.461,-85.119
-76.309,-74.92,-74.245,-68.252,-85.128
-78.533,-76.745,-73.171,-73.284,-85.753
-79.672,-70.866,-66.69,-72.284,-86.015
-78.911,-75.684,-68.84,-71.664,-67.441
-78.018,-74.173,-72.265,-72.368,-84.903
-76.019,-68.472,-69.411,-72.109,-85.536
-76.348,-76.866,-74.695,-70.662,-86.577
-75.725,-71.89,-72.733,-72.812,-85.387
-74.251,-65.929,-75.292,-69.369,-85.246
-74.1,-74.615,-73.157,-69.219,-86.451
-78.889,-71.992,-74.856,-72.371,-84.984
-80.209,-68.986,-70.39,-68.304,-84.556
-81.008,-72.477,-70.372,-73.635,-73.758
-78.126,-75.619,-69.907,-72.734,-85.148
-76.01,-70.842,-69.714,-74.201,-84.647
-76.079,-68.57,-68.764,-69.148,-67.901
-73.993,-73.916,-73.811,-67.998,-85.125
-79.046,-67.693,-73.489,-68.95,-85.182
-79.61,-78.088,-77.137,-73.617,-85.445
-77.499,-81.32,-72.709,-72.215,-85.55
-81.734,-68.134,-69.559,-73.414,-83.998
-75.477,-71.65,-69.447,-69.357,-73.4
-71.818,-71.204,-68.514,-70.581,-86.267
-73.26,-70.313,-73.015,-76.39,-85.994
-79.735,-77.637,-71.099,-67.554,-85.649
-74.423,-72.26,-66.726,-72.801,-72.07
-82.595,-69.014,-71.854,-79.779,-85.707
-78.437,-76.755,-69.78,-71.773,-85.43
-74.409,-74.589,-70.321,-72.213,-83.052
-79.177,-74.702,-70.474,-73.833,-86.309
-76.752,-76.813,-68.536,-71.409,-86.677
-76.388,-75.163,-68.331,-67.409,-85.632
-73.096,-71.29,-68.026,-68.531,-85.897
-72.198,-74.776,-69.644,-72.678,-85.446
-78.152,-67.981,-68.724,-75.274,-84.367
-80.81,-65.277,-65.997,-68.949,-86.504
-79.81,-67.967,-70.693,-72.951,-85.538
-77.86,-73.24,-75.881,-69.431,-85.593
-78.399,-70.72,-68.124,-72.583,-85.021
-75.426,-71.136,-70.553,-75.803,-85.561
-74.645,-72.083,-69.945,-75.371,-84.719
-80.064,-75.022,-72.109,-75.981,-84.631
-76.329,-69.866,-71.942,-75.544,-85.63
-74.287,-74.639,-70.7,-71.399,-85.105
-80.632,-71.485,-77.697,-76.318,-85.973
-74.339,-76.463,-69.933,-76.742,-84.922
-73.915,-75.27,-68.227,-72.216,-84.907
-79.555,-69.028,-71.06,-75.689,-85.747
-74.954,-69.951,-68.054,-75.075,-85.325
-82.073,-69.913,-64.011,-76.768,-85.208
-77.857,-74.603,-71.122,-68.494,-84.323
-75.418,-72.553,-71.671,-77.6,-82.677
-79.287,-74.989,-74.516,-74.189,-84.592
-73.525,-71.573,-76.194,-74.274,-85.336
-71.808,-68.745,-73.107,-69.399,-85.981
-80.441,-70.521,-71.101,-73.668,-85.284
-76.539,-68.604,-69.311,-69.072,-85.187
-73.333,-67.187,-71.746,-72.51,-82.518
-72.924,-63.327,-70.811,-78.863,-84.939
-80.411,-65.389,-71.48,-72.424,-85.921
-72.242,-66.868,-71.258,-70.426,-86.005
-76.896,-64.878,-72.124,-70.779,-69.205
-74.588,-71.656,-73.256,-74.98,-84.511
-77.108,-73.087,-72.292,-71.012,-85.993
-75.415,-75.534,-75.802,-75.186,-67.231
-71.629,-66.947,-73.905,-74.484,-69.046
-74.1,-67.986,-73.753,-75.728,-86.741
-74.748,-70.51,-73.834,-70.418,-85.569
-74.066,-69.851,-74.333,-73.537,-85.401
-80.382,-65.976,-77.849,-70.19,-85.426
-71.975,-67.449,-74.618,-77.324,-86.094
-79.075,-70.173,-75.587,-70.804,-86.172
-74.972,-69.895,-76.116,-76.924,-85.913
-71.961,-74.133,-74.415,-74.307,-85.344
-74.773,-70.855,-72.053,-75.635,-84.99
-73.31,-70.24,-72.688,-67.731,-85.929
-79.636,-66.15,-68.026,-72.308,-85.089
-74.481,-65.379,-69.289,-76.533,-76.815
-74.65,-68.239,-69.852,-74.484,-85.966
-78.519,-70.031,-71.197,-74.867,-84.869
-78.405,-67.346,-71.907,-78.692,-83.549
-78.39,-71.069,-71.488,-78.443,-84.844
-81.082,-71.24,-70.642,-77.585,-86.126
-81.756,-69.262,-69.877,-71.477,-85.653
-81.83,-74.505,-71.903,-76.189,-85.5
-80.271,-73.852,-72.503,-74.65,-85.433
-76.203,-67.885,-74.496,-70.458,-84.697
-76.182,-69.757,-67.498,-72.106,-84.765
-74.804,-75.02,-73.77,-77.461,-85.975
-81.109,-73.42,-71.552,-77.871,-85.224
-78.935,-77.931,-72.811,-80.341,-84.237
-79.063,-70.515,-73.784,-71.166,-84.799
-73.604,-75.107,-75.215,-76.443,-85.729
-81.187,-72.478,-73.594,-75.841,-85.775
-80.195,-66.987,-68.897,-80.139,-84.048
-76.622,-70.017,-69.606,-73.907,-83.979
-73.598,-69.236,-75.954,-77.391,-86.374
-73.177,-61.697,-72.416,-77.463,-83.995
-73.65,-67.934,-73.377,-78.823,-85.238
-74.219,-71.892,-73.024,-70.844,-85.219
-71.552,-70.064,-72.152,-70.619,-84.727
-77.68,-73.133,-73.452,-69.75,-85.875
-79.082,-70.056,-70.368,-75.003,-84.86
-72.588,-73.915,-72.94,-76.305,-85.442
-77.832,-68.91,-71.812,-74.32,-86.421
-73.103,-74.726,-70.336,-76.224,-86.155
-72.299,-76.725,-72.875,-75.677,-86.364
-79.488,-68.678,-69.149,-77.681,-85.306
-75.488,-73.159,-74.524,-70.215,-84.6
-78.571,-74.9,-74.61,-74.783,-86.053
-78.92,-71.575,-74.234,-70.304,-85.356
-77.146,-75.481,-71.197,-74.086,-86.22
-80.778,-75.903,-73.778,-74.559,-86.211
-80.797,-77.923,-71.885,-76.785,-86.011
-77.435,-70.267,-74.183,-75.615,-85.695
-79.408,-78.427,-68.546,-70.162,-85.281
-76.499,-71.881,-71.239,-77.77,-84.932
-76.281,-76.856,-74.838,-67.391,-84.645
-79.612,-70.572,-72.001,-70.745,-84.327
-77.292,-69.821,-73.618,-73.811,-85.706
-79.222,-71.91,-73.313,-75.762,-85.317
-72.639,-77.463,-71.905,-72.581,-85.848
-83.131,-72.723,-69.229,-76.377,-85.462
-76.446,-70.815,-71.31,-77.439,-85.338
-73.643,-68.26,-75.602,-75.401,-86.072
-76.857,-65.671,-71.961,-75.855,-85.879
-76.378,-66.643,-76.06,-69.976,-85.494
-79.096,-63.265,-74.502,-73.869,-62.343
-75.247,-71.298,-70.416,-70.476,-86.732
-76.38,-76.437,-76.917,-73.365,-85.538
-79.159,-70.091,-74.806,-76.408,-86.58
-75.789,-79.159,-70.447,-70.107,-85.124
-80.735,-68.73,-71.199,-76.763,-72.571
-73.428,-74.339,-73.463,-70.601,-85.675
-74.163,-75.104,-70.909,-73.74,-84.34
-75.408,-75.091,-72.621,-73.175,-84.138
-76.367,-70.768,-71.928,-73.677,-85.174
-71.785,-75.799,-75.505,-74.025,-85.748
-79.348,-72.862,-74.692,-74.019,-85.979
-71.668,-73.98,-71.02,-75.976,-85.644
-77.123,-72.848,-73.746,-80.722,-85.571
-81.131,-81.77,-73.803,-77.597,-86.585
-82.475,-70.853,-70.281,-70.281,-86.085
-72.816,-72.142,-68.455,-78.468,-85.182
-74.461,-75.76,-68.519,-76.152,-85.076
-75.588,-78.829,-67.724,-77.238,-85.821
-74.728,-77.949,-67.815,-76.821,-85.71
-71.411,-77.074,-72.501,-77.161,-85.704
-71.34,-72.411,-70.442,-73.95,-85.7
-71.471,-78.188,-71.355,-74.853,-85.348
-74.523,-75.918,-68.066,-70.072,-84.829
-75.318,-73.764,-67.664,-79.743,-86.098
-73.696,-76.958,-66.512,-75.98,-85.406
-70.585,-81.396,-67.413,-75.882,-85.295
-76.492,-72.823,-71.249,-70.268,-85.875
-71.105,-76.222,-72.931,-77.613,-72.28
-79.591,-68.669,-72.081,-75.971,-85.201
-81.776,-76.387,-66.404,-77.698,-83.192
-73.432,-80.766,-69.821,-75.39,-85.576
-77.492,-74.548,-70.136,-70.715,-85.173
-73.9,-78.01,-73.218,-80.416,-85.941
-73.197,-71.317,-72.456,-74.195,-86.102
-77.776,-74.977,-74.481,-76.402,-85.06
-77.679,-69.007,-70.629,-71.362,-84.505
-73.347,-68.558,-68.813,-77.361,-85.835
-72.253,-69.026,-75.723,-76.391,-86.004
-73.092,-77.885,-75.124,-70.332,-85.992
-74.154,-75.91,-74.921,-75.874,-84.431
-74.598,-76.404,-70.609,-76.534,-85.536
-74.443,-72.041,-75.516,-77.073,-85.649
-72.512,-78.929,-73.471,-70.735,-85.499
-73.778,-76.929,-71.394,-74.8,-85.609
-78.463,-77.148,-74.619,-75.667,-85.783
-77.941,-72.224,-73.592,-76.509,-84.928
-76.493,-75.234,-68.648,-74.618,-86.461
-80.001,-76.681,-74.662,-75.55,-85.34
